Gene ID	brain	liver	testis
ENSMUSG00000022041	0	0.5	0.5
ENSMUSG00000022048	92	1	2
ENSMUSG00000022051	40	22	11
ENSMUSG00000022052	46	11	24
ENSMUSG00000022055	198	0	0
ENSMUSG00000022074	0.7	0	2
ENSMUSG00000022089	7	8	33
ENSMUSG00000022090	4	0	0.9
ENSMUSG00000022092	9	1	105
ENSMUSG00000022094	2	19	0.5
ENSMUSG00000022095	8	2	11
ENSMUSG00000022100	5	4	3
ENSMUSG00000022105	5	1	4
ENSMUSG00000022108	498	529	156
ENSMUSG00000022110	80	67	216
ENSMUSG00000022111	73	47	291
ENSMUSG00000022131	9	7	10
ENSMUSG00000022136	16	73	13
ENSMUSG00000022139	47	12	3
ENSMUSG00000022142	4	5	8
ENSMUSG00000022148	0.7	2	4
ENSMUSG00000022151	44	15	7
ENSMUSG00000022159	1	0	0.7
ENSMUSG00000022174	12	10	28
ENSMUSG00000022177	1	4	46
ENSMUSG00000022180	7	0.5	4
ENSMUSG00000022184	3	7	3
ENSMUSG00000022186	93	3	13
ENSMUSG00000022191	29	3	9
ENSMUSG00000022193	70	42	37
ENSMUSG00000022195	6	3	1
ENSMUSG00000022200	37	38	30
ENSMUSG00000022201	46	13	23
ENSMUSG00000022204	17	16	16
ENSMUSG00000022205	85	26	51
ENSMUSG00000022206	2	0	1
ENSMUSG00000022210	14	112	38
ENSMUSG00000022212	31	0	0
ENSMUSG00000022214	8	31	4
ENSMUSG00000022215	0	2	2
ENSMUSG00000022216	16	36	5
ENSMUSG00000022217	8	5	0.8
ENSMUSG00000022219	1	23	0
ENSMUSG00000022221	0	0.5	1
ENSMUSG00000022229	0	0	0
ENSMUSG00000022234	140	120	280
ENSMUSG00000022235	6	60	4
ENSMUSG00000022241	21	118	8
ENSMUSG00000022244	5	55	2
ENSMUSG00000022246	2	10	135
ENSMUSG00000022247	16	13	24
ENSMUSG00000022248	1	0.6	1
ENSMUSG00000022249	0	0	180
ENSMUSG00000022253	20	79	21
ENSMUSG00000022255	6	6	24
ENSMUSG00000022262	0	0	0
ENSMUSG00000022263	12	2	2
ENSMUSG00000022265	52	4	3
ENSMUSG00000022272	4	4	3
ENSMUSG00000022283	43	88	636
ENSMUSG00000022285	223	30	55
ENSMUSG00000022292	5	0.6	0.5
ENSMUSG00000022295	144	19	40
ENSMUSG00000022299	2	4	1
ENSMUSG00000022304	0	51	0.7
ENSMUSG00000022307	77	19	36
ENSMUSG00000022311	0.8	0	0
ENSMUSG00000022312	160	103	184
ENSMUSG00000022313	4	2	4
ENSMUSG00000022314	43	19	30
ENSMUSG00000022321	7	0	0
ENSMUSG00000022322	0.7	0	42
ENSMUSG00000022323	26	306	0.6
ENSMUSG00000022329	8	7	5
ENSMUSG00000022336	100	102	168
ENSMUSG00000022337	87	46	52
ENSMUSG00000022338	31	44	13
ENSMUSG00000022339	26	21	21
ENSMUSG00000022347	0	0	0
ENSMUSG00000022350	10	7	2
ENSMUSG00000022354	430	481	162
ENSMUSG00000022365	20	31	12
ENSMUSG00000022370	9	8	8
ENSMUSG00000022375	4	0	71
ENSMUSG00000022376	9	0	0
ENSMUSG00000022377	20	2	25
ENSMUSG00000022378	48	3	9
ENSMUSG00000022385	0	0	3
ENSMUSG00000022386	4	2	2
ENSMUSG00000022391	60	18	83
ENSMUSG00000022400	47	13	13
ENSMUSG00000022401	2	3	2
ENSMUSG00000022403	60	85	85
ENSMUSG00000022404	19	31	6
ENSMUSG00000022407	7	5	9
ENSMUSG00000022412	5	5	9
ENSMUSG00000022414	4	0	0.9
ENSMUSG00000022419	3	23	0
ENSMUSG00000022425	326	32	8
ENSMUSG00000022427	43	27	158
ENSMUSG00000022428	27	3	57
ENSMUSG00000022429	0	0	8
ENSMUSG00000022432	0	0	102
ENSMUSG00000022434	9	0.7	34
ENSMUSG00000022436	22	0	0.9
ENSMUSG00000022437	40	58	17
ENSMUSG00000022438	5	0.6	1
ENSMUSG00000022439	0.5	0	8
ENSMUSG00000022441	1	0	90
ENSMUSG00000022443	9	19	1
ENSMUSG00000022450	93	112	48
ENSMUSG00000022451	16	16	6
ENSMUSG00000022453	11	12	9
ENSMUSG00000022454	171	0	10
ENSMUSG00000022456	69	0	5
ENSMUSG00000022462	26	39	5
ENSMUSG00000022466	26	7	10
ENSMUSG00000022472	26	7	50
ENSMUSG00000022474	78	0.7	4
ENSMUSG00000022476	15	2	6
ENSMUSG00000022477	170	49	44
ENSMUSG00000022487	0.7	0	480
ENSMUSG00000022489	35	0	2
ENSMUSG00000022490	43	0	0
ENSMUSG00000022498	3	3	1
ENSMUSG00000022503	4	4	4
ENSMUSG00000022512	1	34	0
ENSMUSG00000022516	29	7	18
ENSMUSG00000022517	44	11	6
ENSMUSG00000022519	1	0	0.8
ENSMUSG00000022533	7	22	3
ENSMUSG00000022536	48	25	22
ENSMUSG00000022540	77	6	71
ENSMUSG00000022545	4	1	11
ENSMUSG00000022546	6	55	0
ENSMUSG00000022548	141	0	0
ENSMUSG00000022554	4	2	19
ENSMUSG00000022555	5	3	15
ENSMUSG00000022557	11	7	13
ENSMUSG00000022561	5	4	3
ENSMUSG00000022562	3	10	11
ENSMUSG00000022568	6	3	27
ENSMUSG00000022570	8	8	24
ENSMUSG00000022571	9	12	1
ENSMUSG00000022574	2	19	0
ENSMUSG00000022575	2	14	4
ENSMUSG00000022577	33	0	0
ENSMUSG00000022579	0	9	0
ENSMUSG00000022584	0	0	0
ENSMUSG00000022610	5	2	0.6
ENSMUSG00000022614	4	4	11
ENSMUSG00000022615	0.5	20	8
ENSMUSG00000022617	4	4	5
ENSMUSG00000022620	8	6	46
ENSMUSG00000022621	15	1	38
ENSMUSG00000022622	0.5	0	111
ENSMUSG00000022623	9	0	0
ENSMUSG00000022629	41	15	4
ENSMUSG00000022636	18	10	0.6
ENSMUSG00000022656	2	3	28
ENSMUSG00000022658	221	0	0
ENSMUSG00000022663	31	45	18
ENSMUSG00000022671	17	8	92
ENSMUSG00000022672	2	0.6	1
ENSMUSG00000022673	4	1	3
ENSMUSG00000022674	21	6	11
ENSMUSG00000022679	16	8	0.6
ENSMUSG00000022681	15	4	8
ENSMUSG00000022696	7	0	0
ENSMUSG00000022706	29	23	27
ENSMUSG00000022707	6	38	3
ENSMUSG00000022711	4	9	12
ENSMUSG00000022715	0.7	0	5
ENSMUSG00000022721	4	2	3
ENSMUSG00000022722	16	1	19
ENSMUSG00000022742	14	28	1
ENSMUSG00000022744	22	6	12
ENSMUSG00000022748	12	4	13
ENSMUSG00000022749	9	3	21
ENSMUSG00000022750	11	2	1
ENSMUSG00000022751	5	60	3
ENSMUSG00000022752	57	54	74
ENSMUSG00000022761	32	6	7
ENSMUSG00000022762	4	0.7	0
ENSMUSG00000022765	10	13	18
ENSMUSG00000022766	2	297	0
ENSMUSG00000022769	20	42	28
ENSMUSG00000022770	21	8	4
ENSMUSG00000022771	7	4	8
ENSMUSG00000022774	38	23	44
ENSMUSG00000022779	3	2	6
ENSMUSG00000022781	8	6	6
ENSMUSG00000022783	1	0	76
ENSMUSG00000022787	6	4	25
ENSMUSG00000022789	84	21	31
ENSMUSG00000022792	7	6	3
ENSMUSG00000022797	15	6	3
ENSMUSG00000022799	2	0.6	0.6
ENSMUSG00000022803	0	0	0
ENSMUSG00000022805	1	0	25
ENSMUSG00000022808	17	15	18
ENSMUSG00000022812	16	3	13
ENSMUSG00000022814	4	5	6
ENSMUSG00000022820	20	11	11
ENSMUSG00000022821	0	172	0
ENSMUSG00000022827	1	2	3
ENSMUSG00000022828	3	3	5
ENSMUSG00000022831	2	2	0
ENSMUSG00000022832	0.7	0	354
ENSMUSG00000022837	10	2	13
ENSMUSG00000022840	15	0	0.5
ENSMUSG00000022841	100	31	11
ENSMUSG00000022844	2	53	11
ENSMUSG00000022849	2	0.6	7
ENSMUSG00000022853	1	87	0.5
ENSMUSG00000022858	17	9	30
ENSMUSG00000022861	4	0	0
ENSMUSG00000022865	4	29	0
ENSMUSG00000022867	12	12	57
ENSMUSG00000022868	0	3872	0
ENSMUSG00000022871	0	199	0.5
ENSMUSG00000022878	0	0	18
ENSMUSG00000022881	2	1	19
ENSMUSG00000022884	187	71	38
ENSMUSG00000022885	3	12	1
ENSMUSG00000022887	3	16	0
ENSMUSG00000022889	16	22	70
ENSMUSG00000022890	87	91	63
ENSMUSG00000022892	562	22	27
ENSMUSG00000022898	7	4	5
ENSMUSG00000022905	18	9	7
ENSMUSG00000022913	13	17	20
ENSMUSG00000022945	0	0	3
ENSMUSG00000022946	10	6	2
ENSMUSG00000022947	5	0	1
ENSMUSG00000022949	4	0	0.9
ENSMUSG00000022956	112	82	60
ENSMUSG00000022957	7	2	2
ENSMUSG00000022960	8	1	34
ENSMUSG00000022962	7	7	5
ENSMUSG00000022964	42	2	20
ENSMUSG00000022972	45	21	323
ENSMUSG00000022982	521	1522	405
ENSMUSG00000023004	85	6	8
ENSMUSG00000023008	2	0.6	3
ENSMUSG00000023010	68	196	51
ENSMUSG00000023017	15	0.5	0.6
ENSMUSG00000023019	19	45	5
ENSMUSG00000023022	2	7	1
ENSMUSG00000023026	7	0.7	7
ENSMUSG00000023031	2	11	0
ENSMUSG00000023044	10	181	4
ENSMUSG00000023045	0	9	0
ENSMUSG00000023047	0.5	0	51
ENSMUSG00000023051	3	2	21
ENSMUSG00000023055	13	5	4
ENSMUSG00000023057	0	96	0
ENSMUSG00000023064	27	0.6	3
ENSMUSG00000023066	0.7	0	2
ENSMUSG00000023068	27	17	9
ENSMUSG00000023070	0	552	0
ENSMUSG00000023073	0	24	4
ENSMUSG00000023074	9	6	3
ENSMUSG00000023088	1	0	2
ENSMUSG00000023089	114	64	69
ENSMUSG00000023092	23	2	3
ENSMUSG00000023104	17	9	117
ENSMUSG00000023106	22	13	21
ENSMUSG00000023122	0	2	0
ENSMUSG00000023147	15	0.7	3
ENSMUSG00000023156	9	2	2
ENSMUSG00000023176	0	81	0
ENSMUSG00000023186	2	5	0.7
ENSMUSG00000023191	6	0	0
ENSMUSG00000023192	6	0	0
ENSMUSG00000023224	4	272	9
ENSMUSG00000023236	237	0	0
ENSMUSG00000023272	26	104	187
ENSMUSG00000023274	0	0	0
ENSMUSG00000023277	19	1	5
ENSMUSG00000023286	8	6	17
ENSMUSG00000023307	27	25	15
ENSMUSG00000023328	15	0	0
ENSMUSG00000023348	2	3	1
ENSMUSG00000023367	6	49	10
ENSMUSG00000023403	0	0	46
ENSMUSG00000023433	0	0	0
ENSMUSG00000023452	8	3	2
ENSMUSG00000023456	366	201	207
ENSMUSG00000023460	39	8	5
ENSMUSG00000023505	0	0.7	118
ENSMUSG00000023723	37	23	22
ENSMUSG00000023791	5	4	2
ENSMUSG00000023806	0.7	1	11
ENSMUSG00000023809	12	0	5
ENSMUSG00000023827	24	0	5
ENSMUSG00000023829	0	86	0
ENSMUSG00000023830	3	5	1
ENSMUSG00000023832	16	30	4
ENSMUSG00000023845	1	2	1
ENSMUSG00000023861	30	21	4
ENSMUSG00000023905	3	2	0
ENSMUSG00000023911	3	0	2
ENSMUSG00000023921	14	74	6
ENSMUSG00000023923	4	2	7
ENSMUSG00000023931	0	0	59
ENSMUSG00000023932	43	18	33
ENSMUSG00000023938	12	6	17
ENSMUSG00000023939	9	14	2
ENSMUSG00000023944	712	591	106
ENSMUSG00000023947	0.6	0.8	0.5
ENSMUSG00000023949	0.5	0	39
ENSMUSG00000023952	7	4	8
ENSMUSG00000023959	1	0	0
ENSMUSG00000023960	50	4	4
ENSMUSG00000023963	2	15	3
ENSMUSG00000023966	10	0.8	101
ENSMUSG00000023972	1	0	0.5
ENSMUSG00000023973	22	13	7
ENSMUSG00000023977	8	11	2
ENSMUSG00000023988	4	3	6
ENSMUSG00000023990	2	0.8	0.7
ENSMUSG00000024006	5	10	5
ENSMUSG00000024007	9	5	5
ENSMUSG00000024008	3	0	1
ENSMUSG00000024013	0.8	0.5	2
ENSMUSG00000024019	2	0	0.6
ENSMUSG00000024026	76	280	12
ENSMUSG00000024033	9	0	1431
ENSMUSG00000024038	36	37	11
ENSMUSG00000024044	76	0.7	25
ENSMUSG00000024045	26	13	16
ENSMUSG00000024052	5	19	3
ENSMUSG00000024054	3	1	2
ENSMUSG00000024056	0	0	40
ENSMUSG00000024063	21	3	0.8
ENSMUSG00000024065	22	15	0.7
ENSMUSG00000024066	2	21	0.6
ENSMUSG00000024067	51	28	211
ENSMUSG00000024069	4	3	3
ENSMUSG00000024073	4	3	1
ENSMUSG00000024077	8	2	2
ENSMUSG00000024079	1	5	4
ENSMUSG00000024085	3	38	9
ENSMUSG00000024091	129	60	89
ENSMUSG00000024095	6	3	11
ENSMUSG00000024096	22	8	8
ENSMUSG00000024099	109	65	122
ENSMUSG00000024101	15	8	17
ENSMUSG00000024104	33	19	5
ENSMUSG00000024116	0	0	21
ENSMUSG00000024120	14	19	7
ENSMUSG00000024121	107	14	11
ENSMUSG00000024122	10	4	16
ENSMUSG00000024130	5	5	0
ENSMUSG00000024131	0	42	0
ENSMUSG00000024132	24	83	6
ENSMUSG00000024142	7	2	2
ENSMUSG00000024150	33	108	17
ENSMUSG00000024151	9	3	3
ENSMUSG00000024154	0.5	0	193
ENSMUSG00000024164	0.5	1873	4
ENSMUSG00000024165	1	10	2
ENSMUSG00000024168	5	6	1
ENSMUSG00000024170	2	0.5	0.6
ENSMUSG00000024177	1	0	0.7
ENSMUSG00000024181	42	30	20
ENSMUSG00000024187	6	12	15
ENSMUSG00000024188	12	5	4
ENSMUSG00000024191	5	4	7
ENSMUSG00000024194	33	18	7
ENSMUSG00000024197	8	18	10
ENSMUSG00000024206	0.7	0	74
ENSMUSG00000024208	105	26	288
ENSMUSG00000024213	161	13	53
ENSMUSG00000024217	2	2	8
ENSMUSG00000024219	4	2	2
ENSMUSG00000024222	5	5	7
ENSMUSG00000024223	0	0	146
ENSMUSG00000024225	0	0	0
ENSMUSG00000024228	2	10	0.5
ENSMUSG00000024231	18	15	8
ENSMUSG00000024233	0	0	147
ENSMUSG00000024234	9	5	8
ENSMUSG00000024236	1	5	0.9
ENSMUSG00000024241	6	6	3
ENSMUSG00000024242	20	9	11
ENSMUSG00000024248	104	57	44
ENSMUSG00000024251	1	0.7	2
ENSMUSG00000024253	17	2	39
ENSMUSG00000024258	18	4	14
ENSMUSG00000024259	25	11	17
ENSMUSG00000024271	57	18	19
ENSMUSG00000024290	9	18	12
ENSMUSG00000024292	4	138	0.6
ENSMUSG00000024294	12	8	11
ENSMUSG00000024302	21	0	2
ENSMUSG00000024304	22	15	10
ENSMUSG00000024309	35	16	39
ENSMUSG00000024312	6	11	21
ENSMUSG00000024313	0	0	0
ENSMUSG00000024319	16	5	12
ENSMUSG00000024327	3	3	1
ENSMUSG00000024331	0	11	0
ENSMUSG00000024338	2	9	0
ENSMUSG00000024339	2	4	0
ENSMUSG00000024349	1	0.6	0
ENSMUSG00000024353	0	0	0.6
ENSMUSG00000024354	0	13	0
ENSMUSG00000024357	16	44	90
ENSMUSG00000024359	106	257	110
ENSMUSG00000024360	35	53	92
ENSMUSG00000024381	67	3	0.7
ENSMUSG00000024384	5	4	10
ENSMUSG00000024387	45	30	353
ENSMUSG00000024388	0	0	0
ENSMUSG00000024391	0	145	0.6
ENSMUSG00000024392	19	8	90
ENSMUSG00000024393	28	10	60
ENSMUSG00000024395	4	10	5
ENSMUSG00000024397	2	1	233
ENSMUSG00000024399	0	0	0
ENSMUSG00000024403	100	0.5	2
ENSMUSG00000024413	5	5	0
ENSMUSG00000024414	21	17	5
ENSMUSG00000024421	0	0.7	0
ENSMUSG00000024423	110	6	3
ENSMUSG00000024429	50	4	46
ENSMUSG00000024436	2	4	5
ENSMUSG00000024440	0	1	2
ENSMUSG00000024446	7	3	10
ENSMUSG00000024456	10	18	7
ENSMUSG00000024462	100	0.5	2
ENSMUSG00000024477	2	2	1
ENSMUSG00000024479	72	32	0
ENSMUSG00000024480	56	32	78
ENSMUSG00000024487	20	21	22
ENSMUSG00000024491	6	4	23
ENSMUSG00000024493	13	10	11
ENSMUSG00000024498	22	6	19
ENSMUSG00000024501	8	0	28
ENSMUSG00000024507	25	117	16
ENSMUSG00000024510	0	0	57
ENSMUSG00000024511	4	0	0
ENSMUSG00000024515	7	7	4
ENSMUSG00000024516	33	11	8
ENSMUSG00000024524	21	0.7	1
ENSMUSG00000024525	2	0.8	2
ENSMUSG00000024526	2	0	2
ENSMUSG00000024527	28	22	18
ENSMUSG00000024530	13	0	2
ENSMUSG00000024535	7	5	0
ENSMUSG00000024538	2	2	1
ENSMUSG00000024556	5	0.8	5
ENSMUSG00000024560	15	10	20
ENSMUSG00000024576	33	16	51
ENSMUSG00000024579	11	0.7	1
ENSMUSG00000024581	31	3	3
ENSMUSG00000024583	57	85	23
ENSMUSG00000024587	124	77	13
ENSMUSG00000024590	4	2	7
ENSMUSG00000024592	4	4	4
ENSMUSG00000024593	6	0	0
ENSMUSG00000024594	2	6	4
ENSMUSG00000024601	4	20	2
ENSMUSG00000024604	7	4	3
ENSMUSG00000024608	172	116	181
ENSMUSG00000024610	8	103	14
ENSMUSG00000024613	3	1	3
ENSMUSG00000024614	17	7	3
ENSMUSG00000024617	127	0	0
ENSMUSG00000024621	14	7	1
ENSMUSG00000024639	23	3	1
ENSMUSG00000024640	36	0	5
ENSMUSG00000024644	17	13	16
ENSMUSG00000024646	39	368	14
ENSMUSG00000024650	2	0	0
ENSMUSG00000024654	66	3	432
ENSMUSG00000024659	1	3	2
ENSMUSG00000024661	4869	1979	285
ENSMUSG00000024663	2	0	72
ENSMUSG00000024665	28	100	16
ENSMUSG00000024668	19	10	7
ENSMUSG00000024673	0	0	0
ENSMUSG00000024683	18	26	20
ENSMUSG00000024687	13	22	25
ENSMUSG00000024694	0	65	0
ENSMUSG00000024696	0	0	15
ENSMUSG00000024697	0	0	2
ENSMUSG00000024712	22	14	12
ENSMUSG00000024725	5	10	2
ENSMUSG00000024735	24	9	5
ENSMUSG00000024736	11	0	0
ENSMUSG00000024740	50	43	57
ENSMUSG00000024747	0.5	128	6
ENSMUSG00000024750	29	11	8
ENSMUSG00000024754	2	3	0
ENSMUSG00000024758	212	18	31
ENSMUSG00000024759	3	15	110
ENSMUSG00000024764	5	2	13
ENSMUSG00000024767	71	13	15
ENSMUSG00000024769	0.6	1	0.9
ENSMUSG00000024772	7	5	60
ENSMUSG00000024773	3	4	6
ENSMUSG00000024778	2	9	0
ENSMUSG00000024781	9	52	1
ENSMUSG00000024782	36	95	8
ENSMUSG00000024787	11	4	3
ENSMUSG00000024792	5	2	6
ENSMUSG00000024797	7	2	4
ENSMUSG00000024799	3	14	1
ENSMUSG00000024800	12	4	31
ENSMUSG00000024812	8	6	7
ENSMUSG00000024816	3	1	6
ENSMUSG00000024818	0.9	4	2
ENSMUSG00000024826	7	3	7
ENSMUSG00000024827	5	42	1
ENSMUSG00000024829	10	6	4
ENSMUSG00000024830	10	4	1
ENSMUSG00000024833	2	2	11
ENSMUSG00000024835	17	9	13
ENSMUSG00000024841	15	10	22
ENSMUSG00000024844	17	14	20
ENSMUSG00000024847	23	5	4
ENSMUSG00000024851	18	0	2
ENSMUSG00000024855	10	0	31
ENSMUSG00000024858	48	7	3
ENSMUSG00000024863	0	435	0
ENSMUSG00000024866	2	20	2
ENSMUSG00000024869	0	0.9	0
ENSMUSG00000024870	45	33	41
ENSMUSG00000024875	6	10	14
ENSMUSG00000024878	17	8	51
ENSMUSG00000024883	9	0	3
ENSMUSG00000024885	2	0.9	21
ENSMUSG00000024887	3	3	0.7
ENSMUSG00000024896	34	17	10
ENSMUSG00000024899	4	51	0.7
ENSMUSG00000024900	5	37	4
ENSMUSG00000024902	10	5	13
ENSMUSG00000024905	0	0	31
ENSMUSG00000024911	26	10	19
ENSMUSG00000024914	68	20	118
ENSMUSG00000024924	11	0	0
ENSMUSG00000024925	10	16	13
ENSMUSG00000024927	8	16	15
ENSMUSG00000024935	16	0	0
ENSMUSG00000024941	21	10	9
ENSMUSG00000024942	7	6	0.7
ENSMUSG00000024944	13	0.7	6
ENSMUSG00000024948	9	2	2
ENSMUSG00000024952	8	2	5
ENSMUSG00000024959	8	5	11
ENSMUSG00000024960	4	5	3
ENSMUSG00000024965	2	2	0.6
ENSMUSG00000024966	165	91	72
ENSMUSG00000024974	26	14	37
ENSMUSG00000024975	53	117	101
ENSMUSG00000024976	14	9	5
ENSMUSG00000024978	6	32	2
ENSMUSG00000024981	31	229	15
ENSMUSG00000024983	16	3	4
ENSMUSG00000024990	9	1461	3
ENSMUSG00000024991	67	89	101
ENSMUSG00000024993	4	3	11
ENSMUSG00000024997	22	40	7
ENSMUSG00000024998	0.8	0.6	1
ENSMUSG00000025003	0	0	0
ENSMUSG00000025007	5	0	0.8
ENSMUSG00000025016	39	50	18
ENSMUSG00000025017	0	13	0.9
ENSMUSG00000025024	18	10	28
ENSMUSG00000025026	25	3	19
ENSMUSG00000025035	298	37	480
ENSMUSG00000025036	2	8	0.6
ENSMUSG00000025037	11	4	3
ENSMUSG00000025040	26	6	2
ENSMUSG00000025041	21	4	27
ENSMUSG00000025043	0	0	9
ENSMUSG00000025060	9	8	7
ENSMUSG00000025068	15	40	2
ENSMUSG00000025069	1	0	227
ENSMUSG00000025076	1	7	0.7
ENSMUSG00000025078	2	4	2
ENSMUSG00000025081	0	0	24
ENSMUSG00000025083	2	0	0
ENSMUSG00000025086	5	3	0.7
ENSMUSG00000025091	0	0	0
ENSMUSG00000025092	41	0	3
ENSMUSG00000025102	7	9	5
ENSMUSG00000025104	13	0	4
ENSMUSG00000025130	62	643	37
ENSMUSG00000025132	95	28	24
ENSMUSG00000025133	6	4	12
ENSMUSG00000025134	9	5	10
ENSMUSG00000025137	17	88	10
ENSMUSG00000025138	4	4	1
ENSMUSG00000025139	20	7	31
ENSMUSG00000025140	0.7	0	0
ENSMUSG00000025142	6	11	35
ENSMUSG00000025147	15	8	6
ENSMUSG00000025150	0.5	0	2
ENSMUSG00000025151	143	29	35
ENSMUSG00000025153	15	37	5
ENSMUSG00000025159	3	1	2
ENSMUSG00000025169	5	4	2
ENSMUSG00000025172	0	0	0.8
ENSMUSG00000025173	12	10	5
ENSMUSG00000025175	8	2	0
ENSMUSG00000025176	0	29	16
ENSMUSG00000025178	16	15	7
ENSMUSG00000025189	15	0	0.9
ENSMUSG00000025190	174	194	6
ENSMUSG00000025193	6	10	32
ENSMUSG00000025194	0	44	0
ENSMUSG00000025196	0	85	5
ENSMUSG00000025200	4	4	2
ENSMUSG00000025204	30	19	24
ENSMUSG00000025207	5	40	0.9
ENSMUSG00000025220	36	15	25
ENSMUSG00000025225	0.8	3	0.5
ENSMUSG00000025226	6	2	3
ENSMUSG00000025228	78	23	107
ENSMUSG00000025232	34	16	52
ENSMUSG00000025234	16	11	50
ENSMUSG00000025239	2	5	6
ENSMUSG00000025240	35	30	5
ENSMUSG00000025241	5	4	11
ENSMUSG00000025243	0	0	0
ENSMUSG00000025245	6	2	20
ENSMUSG00000025246	7	7	2
ENSMUSG00000025261	9	5	2
ENSMUSG00000025270	2	62	7
ENSMUSG00000025271	0	15	0.6
ENSMUSG00000025277	31	6	7
ENSMUSG00000025278	8	9	3
ENSMUSG00000025287	9	2	18
ENSMUSG00000025289	10	46	64
ENSMUSG00000025317	0	14	0
ENSMUSG00000025326	7	9	14
ENSMUSG00000025337	45	23	52
ENSMUSG00000025340	11	4	3
ENSMUSG00000025347	0	354	0.6
ENSMUSG00000025351	55	2	17
ENSMUSG00000025353	2	6	7
ENSMUSG00000025357	5	2	54
ENSMUSG00000025358	0.8	3	19
ENSMUSG00000025362	158	219	227
ENSMUSG00000025364	55	73	81
ENSMUSG00000025366	4	3	0.6
ENSMUSG00000025371	8	4	17
ENSMUSG00000025374	25	12	9
ENSMUSG00000025381	72	125	13
ENSMUSG00000025393	337	278	126
ENSMUSG00000025395	2	0.8	2
ENSMUSG00000025396	0	65	0
ENSMUSG00000025410	128	50	200
ENSMUSG00000025413	16	5	41
ENSMUSG00000025417	20	4	4
ENSMUSG00000025421	19	7	4
ENSMUSG00000025428	213	234	55
ENSMUSG00000025436	5	2	5
ENSMUSG00000025451	34	26	21
ENSMUSG00000025464	0.6	8	0.6
ENSMUSG00000025465	10	36	3
ENSMUSG00000025474	11	3	27
ENSMUSG00000025479	0	1008	4
ENSMUSG00000025480	1	0	695
ENSMUSG00000025481	0	43	0
ENSMUSG00000025484	19	10	16
ENSMUSG00000025485	8	3	3
ENSMUSG00000025486	31	26	22
ENSMUSG00000025487	20	18	24
ENSMUSG00000025492	15	283	6
ENSMUSG00000025494	0	4	0.6
ENSMUSG00000025499	28	10	8
ENSMUSG00000025503	67	62	11
ENSMUSG00000025504	0.6	13	0
ENSMUSG00000025508	77	70	62
ENSMUSG00000025510	13	15	24
ENSMUSG00000025511	3	7	2
ENSMUSG00000025512	4	4	4
ENSMUSG00000025525	2	6	0.9
ENSMUSG00000025533	4	128	3
ENSMUSG00000025534	3	6	1
ENSMUSG00000025537	4	0	0
ENSMUSG00000025538	4	3	2
ENSMUSG00000025544	43	63	56
ENSMUSG00000025545	14	23	2
ENSMUSG00000025555	11	5	0
ENSMUSG00000025557	0	0	0
ENSMUSG00000025574	0	2	0
ENSMUSG00000025579	41	11	4
ENSMUSG00000025580	28	18	38
ENSMUSG00000025582	49	0	0
ENSMUSG00000025584	6	10	54
ENSMUSG00000025608	5	2	0
ENSMUSG00000025609	5	5	3
ENSMUSG00000025613	103	80	102
ENSMUSG00000025616	5	8	28
ENSMUSG00000025626	4	2	7
ENSMUSG00000025630	198	78	12
ENSMUSG00000025645	5	4	0.7
ENSMUSG00000025646	0	0	0
ENSMUSG00000025650	0	0	0
ENSMUSG00000025651	81	87	83
ENSMUSG00000025701	0	0	0.5
ENSMUSG00000025724	8	14	11
ENSMUSG00000025728	9	3	1
ENSMUSG00000025730	11	2	5
ENSMUSG00000025731	18	76	15
ENSMUSG00000025732	7	8	6
ENSMUSG00000025733	15	6	4
ENSMUSG00000025736	7	6	3
ENSMUSG00000025738	137	0	1
ENSMUSG00000025739	5	0	0
ENSMUSG00000025742	7	3	1
ENSMUSG00000025743	16	3	3
ENSMUSG00000025745	12	50	47
ENSMUSG00000025747	0	0.8	0.5
ENSMUSG00000025757	40	14	418
ENSMUSG00000025777	17	0	1
ENSMUSG00000025781	208	240	89
ENSMUSG00000025785	12	10	5
ENSMUSG00000025791	34	92	4
ENSMUSG00000025792	1	8	4
ENSMUSG00000025794	180	142	76
ENSMUSG00000025809	16	51	9
ENSMUSG00000025810	13	15	0.9
ENSMUSG00000025815	1	5	2
ENSMUSG00000025817	3	2	0.9
ENSMUSG00000025825	46	36	36
ENSMUSG00000025855	138	0	1
ENSMUSG00000025857	1	0.8	7
ENSMUSG00000025858	11	4	17
ENSMUSG00000025860	7	13	0.6
ENSMUSG00000025862	11	14	6
ENSMUSG00000025867	144	0	0
ENSMUSG00000025868	21	13	15
ENSMUSG00000025869	13	17	8
ENSMUSG00000025870	3	0.8	0
ENSMUSG00000025871	32	12	10
ENSMUSG00000025872	13	9	14
ENSMUSG00000025873	7	8	9
ENSMUSG00000025877	0	0.6	0
ENSMUSG00000025888	3	3	5
ENSMUSG00000025889	94	0	0
ENSMUSG00000025894	10	15	14
ENSMUSG00000025903	4	15	3
ENSMUSG00000025907	10	7	46
ENSMUSG00000025911	4	17	0.6
ENSMUSG00000025915	1	1	2
ENSMUSG00000025917	35	25	86
ENSMUSG00000025921	2	5	3
ENSMUSG00000025927	0.6	0	0
ENSMUSG00000025934	0.6	309	6
ENSMUSG00000025935	10	59	62
ENSMUSG00000025937	3	99	0.6
ENSMUSG00000025940	34	30	14
ENSMUSG00000025949	3	2	1
ENSMUSG00000025950	14	148	12
